seqnum,sex,province,age,DEP_TOTAL
8448,หญิง,บุรีรัมย์,50,330300.92
8449,หญิง,บุรีรัมย์,66,14.22
8450,ชาย,กาฬสินธุ์,68,253.62
8451,หญิง,บุรีรัมย์,42,629.98
8452,ชาย,บุรีรัมย์,57,7586.62
8453,หญิง,บุรีรัมย์,56,528.76
8454,หญิง,บุรีรัมย์,58,4663.05
8455,หญิง,บุรีรัมย์,69,16.86
8456,หญิง,บุรีรัมย์,67,365.85
8457,ชาย,บุรีรัมย์,49,11104.46
8458,หญิง,บุรีรัมย์,58,31604.74
8459,ชาย,บุรีรัมย์,50,62345.77
8460,ชาย,บุรีรัมย์,45,31208.19
8461,หญิง,บุรีรัมย์,77,286.57
8462,หญิง,บุรีรัมย์,50,21.94
8463,ชาย,บุรีรัมย์,53,1136.11
8464,ชาย,บุรีรัมย์,48,8251.63
8465,ชาย,บุรีรัมย์,67,2043.24
8466,หญิง,บุรีรัมย์,91,33.86
8467,ชาย,กาฬสินธุ์,78,1400.22
8468,หญิง,บุรีรัมย์,72,66.99
8469,ชาย,บุรีรัมย์,75,0
8470,หญิง,บุรีรัมย์,48,73.34
8471,หญิง,บุรีรัมย์,58,1009.23
8472,หญิง,บุรีรัมย์,53,545.14
8473,หญิง,บุรีรัมย์,61,43.71
8474,ชาย,บุรีรัมย์,49,31882.82
8475,ชาย,บุรีรัมย์,55,10.5
8476,หญิง,บุรีรัมย์,87,128.98
8477,หญิง,บุรีรัมย์,72,12.68
8478,หญิง,บุรีรัมย์,68,468.44
8479,ชาย,กาฬสินธุ์,74,764.79
8480,ชาย,บุรีรัมย์,48,20459.37
8481,หญิง,บุรีรัมย์,40,0
8482,หญิง,บุรีรัมย์,67,9218.99
8483,หญิง,บุรีรัมย์,50,1000.85
8484,ชาย,บุรีรัมย์,44,6.72
8485,หญิง,บุรีรัมย์,38,34965.55
8486,หญิง,ปราจีนบุรี,38,300849.81
8487,หญิง,บุรีรัมย์,57,754.57
8488,ชาย,บุรีรัมย์,55,10338.52
8489,ชาย,นครปฐม,72,473429.25
8490,หญิง,กาฬสินธุ์,86,0
8491,หญิง,บุรีรัมย์,53,42199.71
8492,หญิง,บุรีรัมย์,71,54.52
8493,หญิง,บุรีรัมย์,48,0
8494,หญิง,บุรีรัมย์,73,5517.25
8495,หญิง,บุรีรัมย์,45,2968.62
8496,หญิง,บุรีรัมย์,42,11383.17
8497,หญิง,บุรีรัมย์,64,1503.73
8498,หญิง,บุรีรัมย์,50,42647.26
8499,หญิง,บุรีรัมย์,56,211.78
8500,หญิง,บุรีรัมย์,46,5071.8
8501,หญิง,บุรีรัมย์,71,565.66
8502,หญิง,บุรีรัมย์,62,6.03
8503,ชาย,บุรีรัมย์,52,1599.23
8504,ชาย,บุรีรัมย์,62,4363.56
8505,หญิง,บุรีรัมย์,85,488.14
8506,หญิง,บุรีรัมย์,72,56.58
8507,หญิง,บุรีรัมย์,64,3696.73
8508,หญิง,บุรีรัมย์,87,2115.54
8509,หญิง,บุรีรัมย์,66,11.42
8510,หญิง,บุรีรัมย์,52,13974.66
8511,ชาย,บุรีรัมย์,51,680.88
8512,ชาย,บุรีรัมย์,57,0
8513,หญิง,บุรีรัมย์,64,67.87
8514,ชาย,บุรีรัมย์,67,488.09
8515,ชาย,บุรีรัมย์,65,4162.98
8516,หญิง,บุรีรัมย์,66,25.14
8517,หญิง,บุรีรัมย์,61,1913.21
8518,ชาย,บุรีรัมย์,48,605.35
8519,หญิง,บุรีรัมย์,64,1230.66
8520,ชาย,บุรีรัมย์,70,45533.91
8521,หญิง,บุรีรัมย์,60,13916.81
8522,ชาย,บุรีรัมย์,52,15268.8
8523,ชาย,บุรีรัมย์,66,16197.24
8524,หญิง,บุรีรัมย์,53,6073.83
8525,หญิง,บุรีรัมย์,66,178.12
8526,หญิง,กาฬสินธุ์,79,409.43
8527,หญิง,บุรีรัมย์,45,4357.93
8528,หญิง,บุรีรัมย์,44,1180.1
8529,หญิง,บุรีรัมย์,67,45.76
8530,หญิง,บุรีรัมย์,69,232.09
8531,หญิง,บุรีรัมย์,62,580.79
8532,ชาย,บุรีรัมย์,54,155.25
8533,หญิง,บุรีรัมย์,43,220392.38
8534,หญิง,บุรีรัมย์,42,24.74
8535,ชาย,บุรีรัมย์,61,581.16
8536,ชาย,บุรีรัมย์,59,2168.52
8537,หญิง,บุรีรัมย์,74,1085.05
8538,หญิง,บุรีรัมย์,62,96726.96
8539,ชาย,บุรีรัมย์,63,7831.44
8540,หญิง,บุรีรัมย์,67,528.42
8541,หญิง,บุรีรัมย์,65,11450.38
8542,ชาย,บุรีรัมย์,57,1662.1
8543,หญิง,บุรีรัมย์,88,0
8544,หญิง,กาฬสินธุ์,68,2503.33
8545,ชาย,บุรีรัมย์,47,0
8546,หญิง,บุรีรัมย์,71,10404.4
8547,ชาย,บุรีรัมย์,73,2.71
8548,หญิง,บุรีรัมย์,61,37487.71
8549,หญิง,บุรีรัมย์,67,6521.83
8550,หญิง,บุรีรัมย์,56,15961.7
8551,หญิง,บุรีรัมย์,45,48.43
8552,ชาย,บุรีรัมย์,64,10433.43
8553,หญิง,บุรีรัมย์,67,75.11
8554,ชาย,บุรีรัมย์,56,805.63
8555,หญิง,กาฬสินธุ์,72,22229.75
8556,ชาย,บุรีรัมย์,50,500.02
8557,หญิง,บุรีรัมย์,79,243.5
8558,หญิง,บุรีรัมย์,67,1675.36
8559,หญิง,บุรีรัมย์,51,20980.65
8560,หญิง,บุรีรัมย์,75,10011.79
8561,หญิง,บุรีรัมย์,55,115091.94
8562,ชาย,กาฬสินธุ์,72,97.26
8563,ชาย,บุรีรัมย์,69,1973.87
8564,หญิง,บุรีรัมย์,59,0.63
8565,ชาย,บุรีรัมย์,75,3409.51
8566,หญิง,บุรีรัมย์,70,4257.26
8567,หญิง,บุรีรัมย์,48,18.79
8568,หญิง,บุรีรัมย์,40,72.02
8569,หญิง,บุรีรัมย์,81,664.74
8570,หญิง,บุรีรัมย์,55,3154.31
8571,หญิง,บุรีรัมย์,41,1156.77
8572,ชาย,บุรีรัมย์,50,38.83
8573,ชาย,บุรีรัมย์,56,4097.48
8574,หญิง,บุรีรัมย์,53,53169.24
8575,หญิง,บุรีรัมย์,70,198602.76
8576,หญิง,บุรีรัมย์,36,162889.75
8577,หญิง,บุรีรัมย์,57,0
8578,ชาย,พระนครศรีอยุธยา,63,2706.97
8579,ชาย,กาฬสินธุ์,73,1587.18
8580,ชาย,บุรีรัมย์,49,707.39
8581,หญิง,บุรีรัมย์,63,42.61
8582,หญิง,บุรีรัมย์,79,237
8583,หญิง,บุรีรัมย์,56,9795.46
8584,ชาย,บุรีรัมย์,49,20.04
8585,หญิง,บุรีรัมย์,36,9647.04
8586,ชาย,บุรีรัมย์,58,1347.54
8587,ชาย,บุรีรัมย์,66,57.76
8588,หญิง,บุรีรัมย์,61,91.4
8589,หญิง,บุรีรัมย์,43,3724.53
8590,หญิง,บุรีรัมย์,56,14892.95
8591,หญิง,บุรีรัมย์,46,5973.3
8592,หญิง,บุรีรัมย์,69,5374.15
8593,หญิง,บุรีรัมย์,46,9727.45
8594,หญิง,บุรีรัมย์,80,8869.86
8595,หญิง,บุรีรัมย์,74,2.57
8596,หญิง,บุรีรัมย์,46,3246.36
8597,หญิง,บุรีรัมย์,87,0
8598,หญิง,บุรีรัมย์,72,5311.91
8599,หญิง,บุรีรัมย์,59,33.04
8600,ชาย,บุรีรัมย์,78,8.14
8601,หญิง,บุรีรัมย์,67,6808.49
8602,ชาย,บุรีรัมย์,54,2833.33
8603,ชาย,บุรีรัมย์,66,70.55
8604,หญิง,บุรีรัมย์,72,235.84
8605,ชาย,กาฬสินธุ์,72,191.52
8606,หญิง,บุรีรัมย์,48,1041.58
8607,หญิง,บุรีรัมย์,53,19342.5
8608,หญิง,บุรีรัมย์,42,203.66
8609,ชาย,บุรีรัมย์,58,36076.77
8610,หญิง,บุรีรัมย์,54,4766.96
8611,ชาย,บุรีรัมย์,65,1659.75
8612,ชาย,บุรีรัมย์,52,3045.63
8613,หญิง,บุรีรัมย์,70,35.11
8614,หญิง,กาฬสินธุ์,88,3116.79
8615,หญิง,บุรีรัมย์,56,0
8616,หญิง,บุรีรัมย์,46,58826.57
8617,ชาย,บุรีรัมย์,67,61.62
8618,หญิง,บุรีรัมย์,44,2254.71
8619,หญิง,บุรีรัมย์,74,30881.87
8620,หญิง,บุรีรัมย์,69,31391.62
8621,หญิง,บุรีรัมย์,61,2342.76
8622,ชาย,บุรีรัมย์,71,68.6
8623,หญิง,บุรีรัมย์,78,48.3
8624,หญิง,กาฬสินธุ์,72,11315.72
8625,หญิง,บุรีรัมย์,63,397.04
8626,ชาย,บุรีรัมย์,71,20.68
8627,หญิง,บุรีรัมย์,56,13338.67
8628,ชาย,บุรีรัมย์,50,20522.75
8629,ชาย,สระแก้ว,64,15.24
8630,หญิง,บุรีรัมย์,50,2.32
8631,หญิง,บุรีรัมย์,52,2802.48
8632,ชาย,กาฬสินธุ์,77,6441.85
8633,หญิง,บุรีรัมย์,48,25.41
8634,หญิง,บุรีรัมย์,51,1122111.6
8635,ชาย,บุรีรัมย์,56,51551.17
8636,หญิง,บุรีรัมย์,63,8184.01
8637,หญิง,บุรีรัมย์,64,87.84
8638,หญิง,บุรีรัมย์,62,144780.21
8639,หญิง,บุรีรัมย์,68,10630.98
8640,หญิง,บุรีรัมย์,60,561.08
8641,หญิง,บุรีรัมย์,59,3635.12
8642,หญิง,บุรีรัมย์,51,568.39
8643,ชาย,บุรีรัมย์,51,1163.08
8644,หญิง,บุรีรัมย์,60,25.99
8645,หญิง,บุรีรัมย์,46,3874.88
8646,หญิง,บุรีรัมย์,67,35.32
8647,หญิง,บุรีรัมย์,73,6769.65
8648,ชาย,บุรีรัมย์,49,518.95
8649,หญิง,กาฬสินธุ์,75,2250.07
8650,หญิง,บุรีรัมย์,51,13081.9
8651,หญิง,บุรีรัมย์,54,536.18
8652,ชาย,บุรีรัมย์,70,0
8653,หญิง,บุรีรัมย์,87,823.05
8654,ชาย,บุรีรัมย์,51,55360.26
8655,ชาย,บุรีรัมย์,60,438.36
8656,หญิง,บุรีรัมย์,78,463.66
8657,หญิง,บุรีรัมย์,73,27075.8
8658,หญิง,บุรีรัมย์,70,29.68
8659,หญิง,บุรีรัมย์,64,1046.84
8660,ชาย,บุรีรัมย์,47,637.79
8661,หญิง,บุรีรัมย์,77,45.99
8662,หญิง,บุรีรัมย์,64,3326.19
8663,หญิง,บุรีรัมย์,69,102.59
8664,ชาย,บุรีรัมย์,63,27
8665,หญิง,บุรีรัมย์,81,8294.21
8666,หญิง,บุรีรัมย์,65,296.11
8667,หญิง,นนทบุรี,75,1091.24
8668,หญิง,กาฬสินธุ์,83,516.78
8669,ชาย,บุรีรัมย์,39,1023.59
8670,ชาย,บุรีรัมย์,65,2532.61
8671,หญิง,บุรีรัมย์,69,44.93
8672,หญิง,บุรีรัมย์,78,10612.19
8673,หญิง,บุรีรัมย์,71,1163.68
8674,ชาย,บุรีรัมย์,83,51.34
8675,ชาย,บุรีรัมย์,59,527.58
8676,หญิง,บุรีรัมย์,44,0
8677,หญิง,บุรีรัมย์,47,1915.5
8678,หญิง,บุรีรัมย์,56,502.42
8679,หญิง,บุรีรัมย์,55,985.52
8680,หญิง,บุรีรัมย์,74,201.6
8681,หญิง,บุรีรัมย์,55,3093.37
8682,หญิง,บุรีรัมย์,66,1665.18
8683,หญิง,บุรีรัมย์,75,5844.33
8684,หญิง,บุรีรัมย์,53,12941.31
8685,ชาย,บุรีรัมย์,64,26570.63
8686,ชาย,กาฬสินธุ์,79,25.56
8687,หญิง,บุรีรัมย์,52,547.36
8688,หญิง,บุรีรัมย์,29,4976.49
8689,ชาย,บุรีรัมย์,50,7033.3
8690,หญิง,บุรีรัมย์,44,0.09
8691,หญิง,บุรีรัมย์,68,1160.61
8692,หญิง,บุรีรัมย์,67,47.41
8693,หญิง,บุรีรัมย์,62,267.49
8694,ชาย,บุรีรัมย์,68,314.7
8695,ชาย,กาฬสินธุ์,84,10164.58
8696,หญิง,บุรีรัมย์,50,610.21
8697,หญิง,บุรีรัมย์,59,41289.34
8698,หญิง,บุรีรัมย์,53,249.07
8699,ชาย,บุรีรัมย์,73,4757.4
8700,หญิง,บุรีรัมย์,66,2151.03
8701,หญิง,บุรีรัมย์,58,48.89
8702,ชาย,บุรีรัมย์,79,1923.76
8703,ชาย,บุรีรัมย์,41,50.64
8704,ชาย,บุรีรัมย์,53,0
8705,ชาย,กาฬสินธุ์,72,1235.3
8706,ชาย,บุรีรัมย์,43,2510.68
8707,หญิง,บุรีรัมย์,51,9011.43
8708,หญิง,บุรีรัมย์,72,2046.52
8709,หญิง,บุรีรัมย์,62,390.37
8710,ชาย,บุรีรัมย์,70,3445.06
8711,หญิง,บุรีรัมย์,81,56.23
8712,หญิง,บุรีรัมย์,76,208.02
8713,หญิง,บุรีรัมย์,78,68.85
8714,หญิง,บุรีรัมย์,65,86314.6
8715,หญิง,บุรีรัมย์,77,92.02
8716,ชาย,กาฬสินธุ์,71,1760.68
8717,หญิง,บุรีรัมย์,54,203.62
8718,หญิง,บุรีรัมย์,66,25391.91
8719,ชาย,บุรีรัมย์,86,282154.5
8720,หญิง,บุรีรัมย์,52,111754.57
8721,ชาย,บุรีรัมย์,68,5607.74
8722,หญิง,บุรีรัมย์,74,779.5
8723,ชาย,บุรีรัมย์,64,115.53
8724,ชาย,บุรีรัมย์,58,916.96
8725,ชาย,กาฬสินธุ์,67,54.65
8726,ชาย,บุรีรัมย์,69,1925.92
8727,หญิง,บุรีรัมย์,77,30.13
8728,หญิง,บุรีรัมย์,57,9735.4
8729,หญิง,บุรีรัมย์,78,95.9
8730,หญิง,บุรีรัมย์,71,1916.62
8731,หญิง,บุรีรัมย์,63,41.98
8732,หญิง,บุรีรัมย์,50,1678.7
8733,หญิง,บุรีรัมย์,75,6465.27
8734,หญิง,บุรีรัมย์,55,5446.04
8735,หญิง,บุรีรัมย์,63,20465.27
8736,ชาย,กาฬสินธุ์,65,572.91
8737,หญิง,บุรีรัมย์,55,6891.58
8738,ชาย,บุรีรัมย์,59,2077.68
8739,หญิง,บุรีรัมย์,58,45.01
8740,หญิง,บุรีรัมย์,63,15384.28
8741,ชาย,บุรีรัมย์,70,77.26
8742,ชาย,บุรีรัมย์,49,315.78
8743,หญิง,บุรีรัมย์,70,170.86
8744,ชาย,บุรีรัมย์,59,2080.14
8745,ชาย,บุรีรัมย์,42,0.02
8746,หญิง,บุรีรัมย์,57,519.08
8747,ชาย,บุรีรัมย์,74,11080.28
8748,หญิง,บุรีรัมย์,62,586095.84
8749,ชาย,บุรีรัมย์,89,5289.19
8750,หญิง,บุรีรัมย์,59,769.12
8751,หญิง,บุรีรัมย์,74,353.73
8752,หญิง,บุรีรัมย์,75,106.32
8753,หญิง,กาฬสินธุ์,64,11526.1
8754,หญิง,บุรีรัมย์,80,3836.07
8755,หญิง,บุรีรัมย์,40,3355.77
8756,หญิง,บุรีรัมย์,52,977.53
8757,ชาย,บุรีรัมย์,61,7850.83
8758,หญิง,บุรีรัมย์,31,516.43
8759,หญิง,บุรีรัมย์,55,1882.33
8760,หญิง,บุรีรัมย์,44,4528.57
8761,ชาย,บุรีรัมย์,93,691.67
8762,ชาย,บุรีรัมย์,57,9038.92
8763,หญิง,บุรีรัมย์,73,1038.24
8764,หญิง,กรุงเทพมหานคร,53,7.36
8765,หญิง,บุรีรัมย์,54,11925.57
8766,หญิง,บุรีรัมย์,74,271.09
8767,ชาย,บุรีรัมย์,50,10162.34
8768,ชาย,บุรีรัมย์,58,18715.63
8769,หญิง,บุรีรัมย์,47,59985
8770,หญิง,บุรีรัมย์,50,8050.94
8771,หญิง,บุรีรัมย์,60,14554.66
8772,หญิง,บุรีรัมย์,51,305.1
8773,หญิง,บุรีรัมย์,52,83.76
8774,ชาย,กาฬสินธุ์,74,182931.76
8775,หญิง,บุรีรัมย์,70,4583.69
8776,หญิง,บุรีรัมย์,81,13.7
8777,หญิง,บุรีรัมย์,60,37.7
8778,ชาย,บุรีรัมย์,89,827.92
8779,หญิง,บุรีรัมย์,72,2809.76
8780,ชาย,บุรีรัมย์,45,506.42
8781,หญิง,บุรีรัมย์,54,1792.21
8782,หญิง,บุรีรัมย์,46,0.45
8783,หญิง,บุรีรัมย์,84,32987.08
8784,หญิง,บุรีรัมย์,53,939.39
8785,ชาย,กาฬสินธุ์,79,78452.15
8786,หญิง,บุรีรัมย์,82,7793.23
8787,หญิง,บุรีรัมย์,91,3.15
8788,ชาย,บุรีรัมย์,53,23351.09
8789,หญิง,บุรีรัมย์,53,1029.32
8790,หญิง,บุรีรัมย์,81,479.94
8791,ชาย,บุรีรัมย์,75,15.63
8792,ชาย,บุรีรัมย์,63,58.81
8793,ชาย,บุรีรัมย์,42,21005.05
8794,หญิง,บุรีรัมย์,67,275.17
8795,ชาย,กาฬสินธุ์,76,225092.41
8796,หญิง,บุรีรัมย์,61,18769.47
8797,ชาย,บุรีรัมย์,53,2110.53
8798,หญิง,บุรีรัมย์,59,49.02
8799,หญิง,บุรีรัมย์,53,2323.24
8800,หญิง,บุรีรัมย์,65,14411.04
8801,หญิง,บุรีรัมย์,72,223.76
8802,หญิง,บุรีรัมย์,59,864.84
8803,หญิง,บุรีรัมย์,58,23279.94
8804,หญิง,บุรีรัมย์,52,12680.73
8805,ชาย,กาฬสินธุ์,72,2601.28
8806,หญิง,บุรีรัมย์,68,303.46
8807,ชาย,บุรีรัมย์,73,372.22
8808,หญิง,บุรีรัมย์,59,61599.18
8809,ชาย,บุรีรัมย์,36,3690.73
8810,หญิง,บุรีรัมย์,70,7542.44
8811,หญิง,บุรีรัมย์,54,51.01
8812,หญิง,บุรีรัมย์,61,635.76
8813,ชาย,บุรีรัมย์,61,3330.75
8814,หญิง,กาฬสินธุ์,78,2587.71
8815,หญิง,บุรีรัมย์,75,3842.43
8816,หญิง,บุรีรัมย์,58,3600.89
8817,หญิง,บุรีรัมย์,80,5535.35
8818,หญิง,บุรีรัมย์,63,9628.96
8819,ชาย,บุรีรัมย์,64,11.64
8820,ชาย,บุรีรัมย์,64,236.79
8821,หญิง,บุรีรัมย์,88,1220.75
8822,ชาย,กาฬสินธุ์,73,1428.14
8823,หญิง,บุรีรัมย์,92,43419.18
8824,หญิง,บุรีรัมย์,65,24490.21
8825,หญิง,บุรีรัมย์,51,9460.19
8826,หญิง,บุรีรัมย์,74,12894.19
8827,ชาย,บุรีรัมย์,71,1067.62
8828,หญิง,บุรีรัมย์,75,11174.39
8829,หญิง,บุรีรัมย์,58,72005.28
8830,ชาย,กาฬสินธุ์,72,9566
8831,ชาย,บุรีรัมย์,70,57.39
8832,หญิง,บุรีรัมย์,57,375.27
8833,ชาย,บุรีรัมย์,49,22068.12
8834,หญิง,บุรีรัมย์,49,21385.79
8835,ชาย,บุรีรัมย์,64,52.2
8836,ชาย,บุรีรัมย์,47,10948.15
8837,หญิง,บุรีรัมย์,60,0
8838,ชาย,กาฬสินธุ์,69,84.48
8839,หญิง,บุรีรัมย์,77,52.29
8840,ชาย,สุรินทร์,44,10893.84
8841,หญิง,บุรีรัมย์,56,2001.11
8842,ชาย,บุรีรัมย์,79,0
8843,หญิง,บุรีรัมย์,69,53.73
8844,หญิง,บุรีรัมย์,51,3428.4
8845,ชาย,บุรีรัมย์,60,271.74
8846,หญิง,บุรีรัมย์,61,116163.58
8847,ชาย,บุรีรัมย์,66,366.95
8848,หญิง,บุรีรัมย์,69,328.5
8849,หญิง,บุรีรัมย์,50,32.16
8850,หญิง,บุรีรัมย์,64,4496.43
8851,หญิง,บุรีรัมย์,71,1010.24
8852,ชาย,บุรีรัมย์,65,784.29
8853,หญิง,บุรีรัมย์,64,24319.03
8854,ชาย,บุรีรัมย์,44,10270.68
8855,หญิง,บุรีรัมย์,58,10696.39
8856,ชาย,กาฬสินธุ์,79,778.37
8857,หญิง,บุรีรัมย์,62,11505.38
8858,หญิง,บุรีรัมย์,50,25336.19
8859,ชาย,บุรีรัมย์,74,0
8860,หญิง,บุรีรัมย์,68,10236.36
8861,หญิง,บุรีรัมย์,64,3503.66
8862,หญิง,บุรีรัมย์,79,24696.45
8863,ชาย,บุรีรัมย์,65,59.48
8864,ชาย,บุรีรัมย์,77,396.76
8865,ชาย,บุรีรัมย์,44,500.25
8866,หญิง,กาฬสินธุ์,58,42421.58
8867,หญิง,บุรีรัมย์,41,2424.33
8868,ชาย,บุรีรัมย์,40,271.67
8869,หญิง,บุรีรัมย์,79,59.2
8870,หญิง,บุรีรัมย์,36,1603.33
8871,หญิง,บุรีรัมย์,53,33.92
8872,หญิง,บุรีรัมย์,55,10473.59
8873,หญิง,บุรีรัมย์,61,3158.08
8874,ชาย,บุรีรัมย์,68,0
8875,หญิง,บุรีรัมย์,65,2.05
8876,หญิง,กาฬสินธุ์,75,10136.58
8877,หญิง,บุรีรัมย์,57,256.02
8878,ชาย,บุรีรัมย์,40,522.03
8879,หญิง,บุรีรัมย์,46,102634.67
8880,หญิง,บุรีรัมย์,94,0
8881,หญิง,บุรีรัมย์,72,7504.6
8882,หญิง,บุรีรัมย์,46,43727.42
8883,หญิง,บุรีรัมย์,59,120.45
8884,ชาย,บุรีรัมย์,54,1015.24
8885,หญิง,บุรีรัมย์,59,18783.99
8886,ชาย,กาฬสินธุ์,80,2056.08
8887,หญิง,บุรีรัมย์,52,3551.92
8888,หญิง,บุรีรัมย์,49,5396.15
8889,หญิง,บุรีรัมย์,51,226539.91
8890,ชาย,บุรีรัมย์,50,592.96
8891,หญิง,บุรีรัมย์,68,615.83
8892,ชาย,บุรีรัมย์,77,726.69
8893,ชาย,บุรีรัมย์,46,932.23
8894,หญิง,บุรีรัมย์,66,3498.51
8895,ชาย,กาฬสินธุ์,68,0
8896,หญิง,บุรีรัมย์,58,631.46
8897,หญิง,บุรีรัมย์,79,6379.46
8898,ชาย,บุรีรัมย์,74,3532.81
8899,หญิง,บุรีรัมย์,68,1577.04
8900,หญิง,บุรีรัมย์,65,3.8
8901,หญิง,บุรีรัมย์,64,3678.12
8902,หญิง,บุรีรัมย์,58,0
8903,หญิง,สุรินทร์,43,0
8904,ชาย,บุรีรัมย์,78,1347.51
8905,ชาย,กาฬสินธุ์,64,28381.19
8906,หญิง,บุรีรัมย์,60,53747.52
8907,ชาย,บุรีรัมย์,72,76.23
8908,ชาย,บุรีรัมย์,42,0
8909,หญิง,บุรีรัมย์,64,1126.68
8910,ชาย,บุรีรัมย์,49,0
8911,ชาย,บุรีรัมย์,41,483.3
8912,หญิง,บุรีรัมย์,52,59.85
8913,ชาย,บุรีรัมย์,77,304.6
8914,ชาย,บุรีรัมย์,54,18533.45
8915,หญิง,บุรีรัมย์,54,14.86
8916,หญิง,บุรีรัมย์,46,42097.21
8917,หญิง,บุรีรัมย์,63,7507.45
8918,หญิง,บุรีรัมย์,68,30406.86
8919,หญิง,บุรีรัมย์,30,56.44
8920,หญิง,บุรีรัมย์,57,0
8921,ชาย,บุรีรัมย์,69,1330.17
8922,หญิง,บุรีรัมย์,72,930.7
8923,หญิง,บุรีรัมย์,62,1025.14
8924,หญิง,บุรีรัมย์,79,1030.16
8925,ชาย,บุรีรัมย์,46,4.36
8926,หญิง,บุรีรัมย์,59,15.89
8927,หญิง,บุรีรัมย์,39,1
8928,หญิง,บุรีรัมย์,61,732.18
8929,หญิง,บุรีรัมย์,70,18315.82
8930,ชาย,บุรีรัมย์,40,315.3
8931,ชาย,บุรีรัมย์,49,6622.9
8932,หญิง,บุรีรัมย์,47,96524.51
8933,ชาย,บุรีรัมย์,57,1289.34
8934,ชาย,บุรีรัมย์,59,200.85
8935,หญิง,บุรีรัมย์,90,2611.92
8936,หญิง,บุรีรัมย์,45,4090.98
8937,หญิง,บุรีรัมย์,68,11870.78
8938,ชาย,บุรีรัมย์,61,3258.59
8939,หญิง,บุรีรัมย์,70,50.35
8940,หญิง,บุรีรัมย์,70,3425.31
8941,หญิง,นครปฐม,51,1731.65
8942,ชาย,บุรีรัมย์,59,85978.95
8943,หญิง,บุรีรัมย์,63,1605.57
8944,ชาย,บุรีรัมย์,41,0
8945,หญิง,บุรีรัมย์,58,32256.74
8946,หญิง,บุรีรัมย์,66,52.93
8947,หญิง,บุรีรัมย์,73,316.67
8948,ชาย,กาฬสินธุ์,71,56.83
8949,หญิง,บุรีรัมย์,64,17.35
8950,ชาย,บุรีรัมย์,59,2000.37
8951,หญิง,บุรีรัมย์,62,21067.63
8952,ชาย,บุรีรัมย์,53,44683.57
8953,หญิง,บุรีรัมย์,59,0
8954,หญิง,บุรีรัมย์,90,300.87
8955,ชาย,บุรีรัมย์,80,117.81
8956,หญิง,กาฬสินธุ์,79,637653.86
8957,หญิง,บุรีรัมย์,60,608.66
8958,หญิง,บุรีรัมย์,35,1590.4
8959,ชาย,บุรีรัมย์,65,71.36
8960,หญิง,บุรีรัมย์,59,723.84
8961,หญิง,บุรีรัมย์,61,1124.3
8962,ชาย,บุรีรัมย์,55,41142.36
8963,หญิง,บุรีรัมย์,58,751.18
8964,ชาย,บุรีรัมย์,47,11434.28
8965,หญิง,บุรีรัมย์,35,516.39
8966,ชาย,กาฬสินธุ์,83,349.99
8967,หญิง,บุรีรัมย์,75,1121.74
8968,ชาย,บุรีรัมย์,74,724.21
8969,ชาย,บุรีรัมย์,74,22274.31
8970,หญิง,บุรีรัมย์,74,2444.26
8971,ชาย,บุรีรัมย์,75,1509.61
8972,หญิง,บุรีรัมย์,69,2174.95
8973,หญิง,บุรีรัมย์,75,4291.66
8974,ชาย,กาฬสินธุ์,76,2145.68
8975,หญิง,บุรีรัมย์,54,1584.88
8976,ชาย,บุรีรัมย์,83,51.53
8977,หญิง,บุรีรัมย์,40,306.9
8978,หญิง,บุรีรัมย์,44,114.5
8979,หญิง,บุรีรัมย์,80,9012.19
8980,ชาย,บุรีรัมย์,45,3099.71
8981,หญิง,บุรีรัมย์,51,28193.9
8982,หญิง,บุรีรัมย์,58,43686.88
8983,หญิง,บุรีรัมย์,83,16448.13
8984,ชาย,บุรีรัมย์,75,2982.55
8985,ชาย,กาฬสินธุ์,82,7256.91
8986,หญิง,บุรีรัมย์,75,2458.15
8987,ชาย,บุรีรัมย์,75,3043.24
8988,ชาย,บุรีรัมย์,75,96.06
8989,ชาย,บุรีรัมย์,75,518.61
8990,ชาย,บุรีรัมย์,75,2251.1
8991,หญิง,บุรีรัมย์,75,1015.55
8992,ชาย,บุรีรัมย์,74,1003.88
8993,ชาย,กาฬสินธุ์,76,6755.99
8994,ชาย,บุรีรัมย์,75,604.61
8995,ชาย,บุรีรัมย์,75,109.64
8996,หญิง,บุรีรัมย์,53,11439.69
8997,ชาย,บุรีรัมย์,75,902.01
8998,หญิง,บุรีรัมย์,75,500
8999,ชาย,บุรีรัมย์,86,838.41
9000,หญิง,บุรีรัมย์,75,3070.98
9001,หญิง,บุรีรัมย์,75,21556.59
9002,หญิง,บุรีรัมย์,75,715.03
9003,หญิง,บุรีรัมย์,75,620.34
9004,หญิง,บุรีรัมย์,75,1419.59
9005,หญิง,บุรีรัมย์,75,88.14
9006,หญิง,บุรีรัมย์,71,12112.55
9007,หญิง,บุรีรัมย์,75,808.09
9008,ชาย,บุรีรัมย์,75,685.46
9009,ชาย,กาฬสินธุ์,71,46408.77
9010,หญิง,สระแก้ว,81,1288.05
9011,หญิง,บุรีรัมย์,75,1868555.57
9012,ชาย,บุรีรัมย์,42,23.04
9013,ชาย,บุรีรัมย์,74,213927.76
9014,หญิง,บุรีรัมย์,75,19169.6
9015,หญิง,บุรีรัมย์,75,373529.53
9016,หญิง,บุรีรัมย์,75,7.7
9017,หญิง,บุรีรัมย์,49,7677.92
